date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20190624,0,SO2,3,6,6,6,6,7,3,2,,4,4,5,4,4,6,5,4,6,4,5,4,3,5,3,1,7,2,7,5,1,3,9,3,5,14
20190624,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190624,0,NO2,45,38,42,40,41,37,38,37,,34,25,38,48,59,48,35,23,20,60,17,25,18,20,16,40,11,31,51,33,33,73,46,57,52,141
20190624,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190624,0,O3,90,92,96,86,108,96,112,112,,121,146,117,111,82,77,96,113,145,98,165,135,164,188,167,147,198,70,,88,98,71,64,89,69,4
20190624,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190624,0,CO,1.3,1,1,1.1,1.1,1.2,0.9,0.9,,0.9,0.6,0.6,0.8,0.9,0.9,0.8,0.5,0.6,0.7,0.8,0.5,0.7,0.6,0.7,0.7,0.6,0.4,0.9,,0.7,1,1,1.1,1,1.1
20190624,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190624,1,SO2,4,6,6,6,6,7,3,2,,4,4,5,4,4,6,5,3,5,2,4,4,2,4,2,1,5,2,5,4,1,4,10,3,6,17
20190624,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190624,1,NO2,55,54,46,47,52,50,43,45,,42,33,43,54,75,49,40,25,20,44,14,24,23,39,15,91,11,49,55,38,27,77,57,64,76,137
20190624,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190624,1,O3,67,63,74,64,78,67,80,79,,81,120,95,91,50,64,82,96,134,91,154,109,142,153,147,82,177,48,40,,98,30,37,64,43,2
20190624,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190624,1,CO,1.2,1,1,1,1,1.1,1,0.9,,1.1,0.7,0.6,0.8,0.9,0.8,0.6,0.5,0.6,0.7,0.7,0.5,0.6,0.7,0.7,0.7,0.6,0.5,0.6,0.6,0.6,1,0.9,1.2,1,1
20190624,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190624,2,SO2,4,6,7,5,6,6,3,3,,5,4,5,3,8,5,5,4,2,2,4,3,2,4,4,1,4,8,,4,1,4,7,4,4,12
20190624,2,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190624,2,NO2,72,57,54,57,70,76,95,48,,43,41,58,74,93,50,32,30,19,43,13,16,28,22,13,112,11,52,42,52,30,70,52,76,64,115
20190624,2,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190624,2,O3,39,52,54,43,47,31,19,51,,66,92,65,49,21,57,84,78,120,84,140,107,117,173,121,49,155,43,50,,86,34,23,44,41,3
20190624,2,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
