date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20191201,0,SO2,6,3,5,3,3,5,7,2,,2,1,4,1,2,3,3,1,5,2,3,1,3,4,4,6,,,2,1,3,3,4,2,1,3
20191201,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191201,0,NO2,14,18,20,30,21,17,19,9,,24,17,18,24,18,21,22,15,9,10,7,9,5,18,7,23,,,19,11,31,15,22,23,27,16
20191201,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191201,0,O3,53,48,48,53,49,55,49,52,,49,49,49,52,53,45,47,56,54,69,57,61,57,45,60,46,,,45,50,2,52,53,46,46,38
20191201,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191201,0,CO,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.2,,0.4,0.2,0.4,0.3,0.5,0.3,0.3,0.2,0.6,0.1,0.1,0.3,0.1,0.4,0.3,0.7,,,0.2,0.3,1.4,0.3,0.3,0.3,0.4,0.3
20191201,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191201,1,SO2,6,3,5,3,3,5,7,3,,2,1,4,1,2,2,2,1,6,2,3,1,2,4,5,6,,,2,1,3,3,4,2,1,3
20191201,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191201,1,NO2,14,18,16,28,22,15,19,13,,24,20,18,29,16,21,22,14,8,14,6,11,4,15,8,24,,,20,27,27,15,21,17,29,14
20191201,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191201,1,O3,52,48,51,53,49,57,48,47,,48,46,48,46,52,42,45,56,54,62,55,58,58,45,59,44,,,43,33,2,51,52,49,44,40
20191201,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
