"Date","Ozone AQI Value","Main Pollutant","Site Name","Site ID","Source"
"09/09/2017","24","","RIVERHEAD","36-103-0004","AQS"
"09/10/2017","31","","Colliers Mills","34-029-0006","AQS"
"09/11/2017","34","","RIVERHEAD","36-103-0004","AQS"
"09/12/2017","39","","SUSAN WAGNER HS","36-085-0067","AQS"
"09/13/2017","49","","RIVERHEAD","36-103-0004","AQS"
"09/14/2017","42","","Rutgers University","34-023-0011","AQS"
"09/15/2017","46","","QUEENS COLLEGE 2","36-081-0124","AQS"
"09/16/2017","58","","Flemington","34-019-0001","AQS"
"09/17/2017","84","","Rutgers University","34-023-0011","AQS"
"09/18/2017","38","","VALLEY CENTRAL HIGH SCHOOL","36-071-5001","AQS"
"09/19/2017","23","","Rutgers University","34-023-0011","AQS"
"09/20/2017","29","","Colliers Mills","34-029-0006","AQS"
"09/21/2017","36","","Colliers Mills","34-029-0006","AQS"
"09/22/2017","41","","Colliers Mills","34-029-0006","AQS"
"09/23/2017","44","","Ramapo","34-031-5001","AQS"
"09/24/2017","126","","Rutgers University","34-023-0011","AQS"
"09/25/2017","97","","Flemington","34-019-0001","AQS"
"09/26/2017","71","","Ramapo","34-031-5001","AQS"
