date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210223,0,PM2.5,29,25,24,26,28,28,34,24,22,21,33,22,33,33,31,10,11,22,22,31,30,20,19,22,18,19,19,19,16,16,19,27,28,19,31
20210223,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210223,0,PM10,52,46,53,50,58,50,60,57,62,66,64,55,75,85,93,20,19,57,56,70,55,50,43,40,35,40,44,44,44,45,38,75,76,60,76
20210223,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210223,0,AQI,51,46,52,50,54,50,55,54,56,58,57,53,63,68,72,22,21,54,53,60,53,50,43,40,35,40,44,44,44,45,38,63,63,55,63
20210223,1,PM2.5,22,22,21,22,23,20,22,21,18,16,26,18,29,27,35,23,21,21,21,23,24,21,22,24,18,23,23,17,15,15,24,21,23,20,22
20210223,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210223,1,PM10,34,36,41,40,44,42,47,48,47,51,53,47,54,58,72,44,42,43,44,53,56,47,47,35,24,50,46,39,35,39,30,68,68,44,55
20210223,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210223,1,AQI,34,36,41,40,44,42,47,48,47,51,52,47,52,54,61,44,42,43,44,52,53,47,47,35,26,50,46,39,35,39,35,59,59,44,53
20210223,2,PM2.5,22,19,26,25,19,21,18,17,16,14,21,16,20,23,26,29,23,17,21,22,23,23,23,24,20,25,26,15,16,18,25,18,20,18,20
20210223,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210223,2,PM10,34,32,33,34,36,35,35,37,33,37,39,36,38,41,46,46,43,43,43,44,46,49,44,40,37,43,47,29,33,35,37,51,50,33,40
20210223,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210223,2,AQI,34,32,38,36,36,35,35,37,33,37,39,36,38,41,46,46,43,43,43,44,46,49,44,40,37,43,47,29,33,35,37,51,50,33,40
20210223,3,PM2.5,21,21,22,26,22,19,19,18,18,14,23,17,23,25,21,35,30,27,24,27,28,24,23,28,24,25,25,18,19,19,23,19,18,17,21
20210223,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210223,3,PM10,31,32,33,35,32,35,32,31,31,25,34,33,36,40,39,61,55,38,43,44,50,33,44,40,40,36,43,28,36,35,34,38,41,27,37
