date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210218,0,PM2.5,17,26,24,21,10,14,21,21,35,19,23,22,9,14,8,13,16,9,9,9,10,9,8,12,8,11,11,24,20,24,39,33,27,31,19
20210218,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,0,PM10,20,,29,30,19,,44,32,68,,43,41,21,21,17,13,,10,,,,,,14,12,13,20,45,46,41,63,51,55,58,24
20210218,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,0,AQI,25,38,35,30,19,20,44,32,59,28,43,41,21,21,19,20,23,21,22,21,22,22,22,22,21,18,20,45,46,41,57,51,53,54,28
20210218,1,PM2.5,13,22,10,16,4,11,8,19,35,22,22,21,9,13,11,10,12,8,8,7,8,8,8,7,8,11,11,23,20,19,33,28,24,31,30
20210218,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,1,PM10,18,,12,,11,,11,37,55,,42,31,17,17,16,19,17,14,11,7,,10,11,14,13,,16,42,51,24,57,37,46,51,32
20210218,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,1,AQI,19,32,15,23,16,18,14,37,53,32,42,31,17,19,16,19,18,21,21,21,22,22,21,21,21,19,16,42,51,28,54,40,46,51,43
20210218,2,PM2.5,10,11,8,13,4,11,7,12,28,22,13,15,9,12,12,10,11,4,7,6,7,9,8,6,8,12,13,23,20,15,26,28,24,32,16
20210218,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,2,PM10,,,10,17,11,14,8,,37,,17,,13,28,22,16,18,13,9,8,7,9,13,12,10,21,23,42,35,,33,33,28,51,26
20210218,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,2,AQI,16,16,16,19,17,22,17,18,40,32,19,22,18,28,22,16,26,21,21,21,22,22,20,21,21,21,26,42,35,23,38,40,35,51,26
20210218,3,PM2.5,9,15,8,11,8,6,7,12,21,18,7,13,9,13,11,12,12,6,7,6,7,9,8,5,8,12,12,23,19,14,26,17,17,32,18
20210218,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,3,PM10,,,8,,11,6,14,,30,,,,13,28,18,19,15,14,19,6,8,,9,9,16,16,15,36,21,,32,30,17,50,23
20210218,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,3,AQI,19,22,18,16,19,19,17,18,30,26,17,19,13,28,18,19,24,18,20,21,21,22,20,20,19,18,18,36,28,24,38,30,25,50,26
20210218,4,PM2.5,9,4,6,7,7,11,8,12,14,14,7,12,11,15,14,10,10,10,9,8,7,8,8,5,8,12,11,21,16,13,23,16,16,20,18
20210218,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,4,PM10,,5,9,,14,,12,,,,9,,17,,17,18,17,14,27,,,10,,8,9,21,17,27,,,23,,20,38,24
20210218,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,4,AQI,18,15,18,17,16,19,15,18,20,20,16,18,20,22,20,18,23,18,27,18,20,21,20,20,19,21,17,30,23,24,33,23,23,38,26
20210218,5,PM2.5,6,10,9,8,7,9,4,10,13,12,7,11,9,14,13,9,8,8,9,8,8,9,8,5,8,10,10,23,16,12,24,17,16,14,18
20210218,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,5,PM10,10,,10,9,11,,18,,,,14,,12,,,14,12,18,10,,,10,13,9,9,12,12,36,24,,26,,23,,27
20210218,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,5,AQI,18,16,16,16,16,18,18,15,19,18,14,16,16,20,19,14,16,18,16,16,19,17,15,20,19,15,15,36,24,21,35,25,23,20,27
20210218,6,PM2.5,6,7,6,7,9,10,2,9,12,15,9,9,7,13,10,8,8,3,9,8,8,9,9,6,7,10,9,26,14,12,17,17,17,14,20
20210218,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,6,PM10,10,12,9,10,,,16,9,,,9,,15,20,16,9,11,14,12,,,14,13,11,10,16,11,49,,,22,22,25,,28
20210218,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,6,AQI,18,13,15,14,15,17,16,15,18,22,16,16,15,20,16,12,16,14,15,14,20,15,13,18,20,16,13,49,27,24,30,25,25,20,29
20210218,7,PM2.5,7,11,6,7,3,5,8,10,12,14,6,8,10,14,9,8,8,8,9,8,7,10,8,8,8,9,8,24,14,12,20,18,15,16,21
20210218,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,7,PM10,11,,10,10,18,7,20,18,18,,7,,17,16,12,14,13,15,18,10,,17,9,15,11,10,9,49,31,,22,21,27,,31
20210218,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,7,AQI,16,16,15,15,18,16,21,18,18,20,18,17,17,20,13,14,14,15,18,13,19,17,13,15,18,13,12,49,31,28,29,26,27,23,31
20210218,8,PM2.5,8,2,10,7,9,9,9,9,13,13,9,9,10,14,17,8,8,10,9,10,8,10,8,7,9,10,9,19,12,10,17,18,18,14,24
20210218,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,8,PM10,24,13,16,15,14,12,19,13,19,,27,12,25,24,24,15,16,13,11,16,11,18,,17,12,16,13,49,,16,23,27,29,19,36
20210218,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,8,AQI,24,13,16,16,15,13,19,13,19,19,27,16,25,24,25,15,16,15,14,16,18,18,15,17,18,19,15,49,21,22,26,27,29,21,36
20210218,9,PM2.5,9,12,12,10,13,11,9,11,14,12,12,10,8,16,24,13,20,10,10,11,9,11,11,4,9,12,10,11,12,11,17,20,17,15,21
20210218,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,9,PM10,22,20,,14,21,20,,13,23,,26,15,32,22,42,24,,17,,16,,13,,17,13,23,14,17,21,18,29,24,32,17,29
20210218,9,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,9,AQI,22,20,18,15,21,20,18,16,23,18,26,15,32,23,42,24,29,17,15,16,19,16,16,19,19,23,15,20,21,18,29,29,32,22,30
20210218,10,PM2.5,14,5,9,15,8,17,13,13,14,12,6,11,14,18,13,24,26,6,9,11,8,9,13,7,10,12,11,12,15,12,11,14,15,15,17
20210218,10,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,10,PM10,20,8,16,,21,20,,19,17,,9,17,21,,,29,35,13,,18,9,19,17,11,,,14,13,22,18,,,19,15,18
20210218,10,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,10,AQI,20,16,16,22,21,25,19,19,20,18,17,17,21,26,19,35,38,17,17,18,20,19,19,20,20,18,16,18,22,18,16,20,22,22,25
20210218,11,PM2.5,19,20,,20,17,13,19,14,20,15,14,12,14,14,12,24,22,11,10,9,7,11,10,9,8,10,11,18,20,18,13,17,14,22,20
20210218,11,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,11,PM10,22,,2,,18,21,25,,24,,18,20,16,,39,31,40,14,16,,,,,,10,16,16,24,34,24,,18,,26,24
20210218,11,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210218,11,AQI,28,29,15,29,25,21,28,20,29,22,20,20,20,20,39,35,40,20,18,20,21,20,15,20,20,18,17,26,34,26,19,25,20,32,29
20210218,13,PM2.5,29,26,25,,26,15,20,19,24,27,22,19,15,15,6,30,25,10,10,11,11,16,17,15,11,18,19,27,26,26,38,19,15,27,27
20210218,13,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
