date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210301,0,PM2.5,29,29,21,22,28,27,23,22,17,17,21,14,30,30,33,41,37,26,23,19,21,24,22,27,24,30,23,28,23,26,22,16,48,22,23
20210301,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,0,PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,0,AQI,42,42,30,32,40,39,33,32,25,25,30,20,43,43,48,58,53,38,33,28,30,35,32,39,35,43,33,40,33,38,32,23,67,32,33
20210301,1,PM2.5,26,29,27,19,29,27,25,28,19,17,23,17,22,28,26,24,22,20,20,17,20,21,19,23,20,25,21,27,20,21,24,19,29,24,13
20210301,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,1,PM10,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,
20210301,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,1,AQI,38,42,39,28,42,39,36,40,28,25,33,25,32,40,38,35,32,29,29,25,29,30,28,33,29,36,30,39,29,30,35,28,42,35,19
20210301,2,PM2.5,22,19,26,29,19,26,20,27,22,18,30,25,23,26,25,20,18,23,18,17,19,22,21,22,20,20,16,24,19,21,24,27,24,26,13
20210301,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,2,PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,2,AQI,32,28,38,42,28,38,29,39,32,26,43,36,33,38,36,29,26,33,26,25,28,32,30,32,29,29,23,35,28,30,35,39,35,38,19
20210301,3,PM2.5,15,17,20,16,16,9,21,21,16,22,27,22,19,20,28,14,13,17,17,15,16,19,20,24,18,16,14,21,16,17,14,11,24,21,18
20210301,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,3,PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,3,AQI,22,25,29,23,23,18,30,30,23,32,39,32,28,29,40,21,22,25,25,22,23,28,29,35,26,23,20,30,23,25,20,18,35,30,26
20210301,4,PM2.5,17,15,19,14,18,18,25,20,17,19,24,19,18,16,25,13,12,16,13,14,15,17,16,17,17,15,14,19,14,15,24,18,15,20,17
20210301,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,4,PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,4,AQI,25,22,28,20,26,26,36,29,25,28,35,28,26,23,36,20,21,23,19,20,22,25,23,25,25,22,20,28,20,22,35,26,22,29,25
20210301,5,PM2.5,19,21,22,24,12,16,17,19,18,17,22,18,8,15,18,11,10,13,12,13,14,14,14,18,15,15,14,20,14,15,18,19,14,18,14
20210301,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,5,PM10,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,
20210301,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,5,AQI,28,30,32,35,18,23,25,28,26,25,32,26,16,22,26,21,22,20,19,20,21,20,22,26,22,22,20,29,20,22,26,28,20,26,20
20210301,6,PM2.5,20,20,17,23,11,14,17,18,16,17,18,18,14,14,18,10,10,12,11,12,13,14,13,15,14,17,16,21,15,16,16,18,16,19,18
20210301,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,6,PM10,,29,,,,16,,,,,,,,,,,10,17,,17,16,,,,,,,,,,,,,,
20210301,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,6,AQI,29,29,25,33,19,20,25,26,23,25,26,26,20,20,26,21,21,20,20,21,21,20,22,22,20,25,23,30,22,23,23,26,23,28,26
20210301,7,PM2.5,24,19,18,24,16,16,12,15,15,17,18,17,8,14,20,10,10,9,11,11,11,15,14,14,14,19,16,20,18,17,8,16,17,21,20
20210301,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,7,PM10,,,,,,,,,,,,,,,,,,12,,13,,,,,,,,,,,,,,,
20210301,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,7,AQI,35,28,26,35,23,23,18,22,22,25,26,25,17,20,29,21,22,17,20,20,21,22,21,20,21,28,23,29,26,25,21,23,25,30,29
20210301,8,PM2.5,18,26,18,20,19,26,22,14,15,16,17,15,14,15,16,10,10,13,10,12,12,17,15,10,12,21,19,22,16,17,11,15,16,22,17
20210301,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,8,PM10,19,,,,,,,,,,,,16,,,11,11,14,,16,14,25,17,,,23,,,20,,,18,,,
20210301,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,8,AQI,26,38,26,29,28,38,32,20,22,23,25,22,20,22,23,21,22,19,19,20,21,25,22,21,21,30,28,32,23,25,21,22,23,32,25
20210301,9,PM2.5,18,27,17,23,19,14,19,14,14,14,18,13,16,15,19,11,10,14,10,11,12,19,16,11,13,19,17,21,17,19,12,13,16,22,16
20210301,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,9,PM10,,,,,,,,,,,,,17,,,13,14,18,,18,16,,,14,,,,,20,,18,,,,
20210301,9,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,9,AQI,26,39,25,33,28,20,28,20,20,20,26,19,23,22,28,21,22,20,20,21,22,28,23,22,22,28,25,30,25,28,22,19,23,32,23
20210301,10,PM2.5,17,9,15,23,18,14,17,13,12,14,16,13,16,14,26,10,10,12,10,11,11,18,16,10,14,14,14,22,18,18,9,12,14,23,16
20210301,10,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,10,PM10,,,,,,,,,,,,,,,,,,15,,14,,,,11,,,,,,,,,,,
20210301,10,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,10,AQI,25,20,22,33,26,23,25,19,18,20,23,19,23,20,38,22,23,22,23,22,23,26,23,23,23,20,20,32,26,26,22,20,20,33,23
20210301,11,PM2.5,12,12,19,9,14,21,10,12,10,14,18,11,14,13,23,10,10,14,9,10,9,16,15,8,13,12,12,17,12,12,11,13,13,24,17
20210301,11,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,11,PM10,,,,,,,21,,,,,,,,,,,,,,,28,,11,16,,,,,,,,,,
20210301,11,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,11,AQI,21,23,28,22,22,30,21,18,20,20,26,18,20,19,33,23,23,24,24,23,24,28,23,24,24,22,20,25,20,21,21,20,19,35,25
20210301,12,PM2.5,17,15,21,21,14,13,13,12,11,13,17,11,15,15,26,11,10,12,8,9,9,15,14,8,12,12,12,11,11,12,18,13,12,24,21
20210301,12,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,12,PM10,18,,,,,,27,16,15,,,,21,,,14,,,,9,,,,,,15,,,28,,,,,,
20210301,12,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,12,AQI,25,24,30,30,23,26,27,20,20,19,25,20,22,22,38,24,23,25,25,24,25,24,24,25,25,24,22,23,28,23,26,21,20,35,30
20210301,13,PM2.5,16,25,21,23,14,9,15,13,14,17,18,12,18,18,27,16,14,9,8,9,8,13,12,8,12,10,11,12,11,11,16,16,14,25,25
20210301,13,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,13,PM10,,,,,,13,19,25,17,22,,13,,21,,19,,13,11,,,,,9,,11,,,26,,,17,18,,
20210301,13,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,13,AQI,23,36,30,33,23,26,22,25,20,25,26,20,26,26,39,23,22,26,25,23,26,25,26,25,25,25,23,23,26,23,23,23,20,36,36
20210301,14,PM2.5,19,19,20,22,18,18,16,15,19,21,23,15,26,21,27,20,19,9,9,8,8,11,12,10,11,10,10,18,12,12,27,20,17,26,27
20210301,14,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,14,PM10,,,,22,,,,,33,,,25,,,,,,,24,,,,,,19,,,24,,12,,,21,,
20210301,14,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,14,AQI,28,28,29,32,26,26,23,22,33,30,33,25,38,30,39,29,28,26,26,21,26,26,25,25,25,26,24,26,24,24,39,29,25,38,39
20210301,15,PM2.5,22,27,23,25,25,25,22,20,23,25,26,23,25,21,25,20,18,35,10,8,8,12,12,11,12,11,11,22,15,14,18,29,20,26,
20210301,15,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,15,PM10,29,,26,35,,26,,,29,,,,,,,,,,,,,22,,17,32,15,18,,18,19,,,22,,
20210301,15,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,15,AQI,32,39,33,36,36,36,32,29,33,36,38,33,36,30,36,29,26,50,25,26,26,27,26,25,32,26,24,32,23,24,26,42,29,38,16
20210301,16,PM2.5,,28,27,31,32,32,24,25,26,28,31,27,17,20,30,22,20,21,13,9,9,14,13,20,14,14,14,25,21,21,23,34,26,37,45
20210301,16,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,16,PM10,1,29,33,37,41,45,29,,38,,,,21,,,34,34,22,28,,,,,24,24,27,26,26,25,30,,,,,
20210301,16,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,16,AQI,19,40,39,45,46,46,35,36,38,40,45,39,25,29,43,34,34,30,28,27,25,28,27,29,24,27,26,36,30,30,33,49,38,53,63
20210301,17,PM2.5,25,28,30,28,30,28,27,32,33,38,36,35,19,23,27,22,22,23,18,10,11,17,15,24,16,21,19,28,24,25,28,41,31,42,42
20210301,17,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,17,PM10,28,,,30,32,31,,,,,,,20,26,,25,28,26,26,,,22,,,24,28,31,,,,,,,,
20210301,17,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,17,AQI,36,40,43,40,43,40,39,46,48,54,52,50,28,33,39,32,32,33,26,27,16,28,27,35,24,30,31,40,35,36,40,58,45,59,59
20210301,18,PM2.5,27,29,29,31,33,28,34,40,38,32,35,38,24,28,29,22,23,26,21,13,14,20,18,28,22,27,23,34,25,26,24,38,36,36,38
20210301,18,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,18,PM10,,,,,,31,,,,,,,31,29,,26,27,28,33,,,31,49,45,39,36,28,,,,,,,,
20210301,18,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,18,AQI,39,42,42,45,48,40,49,57,54,46,50,54,35,40,42,32,33,38,33,25,25,31,49,45,39,39,33,49,36,38,35,54,52,52,54
20210301,19,PM2.5,30,31,31,42,48,30,35,33,35,32,33,35,36,39,27,24,24,32,28,18,18,21,19,30,27,29,27,38,29,30,25,40,36,33,36
20210301,19,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,19,PM10,33,,,,,32,,,,32,,,38,,28,33,33,41,51,21,,33,45,44,42,35,35,,41,,31,,,,
20210301,19,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,19,AQI,43,45,45,59,67,43,50,48,50,46,48,50,52,55,39,35,35,46,51,26,26,33,45,44,42,42,39,54,42,43,36,57,52,48,52
20210301,20,PM2.5,36,41,35,43,26,29,38,36,34,29,33,37,31,37,35,30,28,30,33,26,27,26,24,30,29,33,32,34,29,33,28,40,37,30,36
20210301,20,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,20,PM10,,,,,27,29,,,,32,,,34,,,30,29,37,41,27,,41,44,38,38,,,,,35,39,,,32,
20210301,20,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,20,AQI,52,58,50,60,38,42,54,52,49,42,48,53,45,53,50,43,40,43,48,38,39,41,44,43,42,48,46,49,42,48,40,57,53,43,52
20210301,21,PM2.5,32,40,33,38,27,32,35,36,31,30,39,35,36,33,39,33,31,36,35,32,33,28,28,29,35,36,34,32,29,32,34,39,37,33,35
20210301,21,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,21,PM10,,,,,,,,,,31,,,,,,,,,,,41,33,42,,,,,,,34,36,,,,
20210301,21,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,21,AQI,46,57,48,54,39,46,50,52,45,43,55,50,52,48,55,48,45,52,50,46,48,40,42,42,50,52,49,46,42,46,49,55,53,48,50
20210301,22,PM2.5,24,30,29,33,30,28,38,36,32,32,38,35,33,36,40,37,34,42,43,35,37,33,33,33,34,36,32,34,30,33,35,38,38,35,33
20210301,22,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,22,PM10,,,,,,,,,,34,,,,,,,,,,,,39,42,,,,,,34,,,,,,
20210301,22,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210301,22,AQI,35,43,42,48,43,40,54,52,46,46,54,50,48,52,57,53,49,59,60,50,53,48,48,48,49,52,46,49,43,48,50,54,54,50,48
20210301,23,PM2.5,36,23,33,30,33,28,37,37,35,35,39,38,36,36,37,41,40,40,44,38,41,40,38,32,32,38,35,40,35,38,33,40,38,37,35
20210301,23,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
