Date,AQI Value,Main Pollutant,Site Name,Site ID,Source
07/02/2015,143,Ozone,Lancaster-division Street,06-037-9033,AQS
07/03/2015,97,Ozone,Glendora,06-037-0016,AQS
07/04/2015,111,PM2.5,Glendora,06-037-0016,AQS
07/05/2015,167,PM2.5,Glendora,06-037-0016,AQS
07/06/2015,87,Ozone,Lancaster-division Street,06-037-9033,AQS
07/07/2015,108,Ozone,Lancaster-division Street,06-037-9033,AQS
07/08/2015,67,PM2.5,Reseda,06-037-1201,AQS
07/09/2015,62,PM2.5,Reseda,06-037-1201,AQS
07/10/2015,57,PM2.5,Reseda,06-037-1201,AQS
07/11/2015,80,Ozone,Lancaster-division Street,06-037-9033,AQS
07/12/2015,74,Ozone,Lancaster-division Street,06-037-9033,AQS
07/13/2015,77,Ozone,Lancaster-division Street,06-037-9033,AQS
07/14/2015,66,PM2.5,Reseda,06-037-1201,AQS
07/15/2015,105,Ozone,Lancaster-division Street,06-037-9033,AQS
07/16/2015,119,Ozone,Lancaster-division Street,06-037-9033,AQS
07/17/2015,119,Ozone,Pomona,06-037-1701,AQS
07/18/2015,63,PM2.5,Reseda,06-037-1201,AQS
