date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210129,0,PM2.5,15,13,13,12,10,2,15,24,19,14,17,15,8,12,9,10,12,9,6,9,8,12,13,11,10,18,17,13,17,17,20,12,11,17,8
20210129,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210129,0,PM10,54,45,56,51,54,58,57,55,64,70,60,60,23,46,19,29,32,15,15,24,19,16,25,22,24,45,36,49,46,39,53,53,65,67,48
20210129,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210129,0,AQI,52,45,53,51,52,54,54,53,57,60,55,55,23,46,19,29,32,18,20,24,19,18,25,22,24,45,36,49,46,39,52,52,58,59,48
20210129,1,PM2.5,16,23,15,13,14,16,14,26,17,13,17,14,10,13,13,10,12,5,6,8,9,12,15,9,9,17,16,14,20,17,21,13,12,17,9
20210129,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210129,1,PM10,55,44,53,51,56,61,55,59,69,65,55,56,25,45,21,32,28,11,15,14,15,20,24,21,23,53,41,53,55,45,63,41,38,70,48
20210129,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210129,1,AQI,53,44,52,51,53,56,53,55,60,58,53,53,25,45,21,32,28,18,20,14,20,20,24,21,23,52,41,52,53,45,57,41,38,60,48
20210129,2,PM2.5,12,11,12,18,15,14,11,38,17,12,16,13,6,13,9,9,9,7,6,8,10,14,15,7,10,17,19,13,21,16,27,13,14,16,10
20210129,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210129,2,PM10,63,47,55,53,54,66,51,55,60,65,58,54,26,51,23,33,29,14,28,15,15,21,20,22,30,61,53,49,57,46,55,36,47,67,49
20210129,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210129,2,AQI,57,47,53,52,52,58,51,54,55,58,54,52,26,51,23,33,29,17,28,15,15,21,22,22,30,56,52,49,54,46,53,36,47,59,49
