date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210222,0,PM2.5,23,28,28,22,28,24,28,27,30,14,21,20,35,35,32,48,47,20,16,32,35,35,34,27,32,25,38,19,20,19,102,15,16,16,16
20210222,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210222,0,PM10,105,93,121,103,108,103,111,111,123,94,97,108,122,126,133,154,140,96,73,153,155,142,122,119,127,126,120,89,110,103,333,88,95,101,98
20210222,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210222,0,AQI,78,72,86,77,79,77,81,81,87,72,74,79,86,88,92,102,95,73,62,102,103,96,86,85,89,88,85,70,80,77,192,69,73,76,74
20210222,1,PM2.5,24,28,31,26,26,27,31,28,32,14,30,26,26,25,20,31,30,38,32,28,30,181,175,60,56,151,176,72,131,129,158,18,16,25,17
20210222,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210222,1,PM10,104,93,117,111,107,105,123,118,130,83,100,125,100,107,107,108,100,161,153,140,141,387,290,179,159,391,375,148,284,254,321,82,80,98,112
20210222,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210222,1,AQI,77,72,84,81,79,78,87,84,90,67,75,88,75,79,79,79,75,106,102,95,96,253,225,115,105,259,236,99,173,170,208,66,65,74,81
20210222,2,PM2.5,103,125,44,110,35,136,24,22,46,62,28,22,17,17,16,19,18,33,28,24,23,179,173,184,172,142,144,140,130,134,138,26,13,147,15
20210222,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210222,2,PM10,307,295,127,274,122,343,114,109,122,136,122,119,78,90,90,65,63,157,151,116,125,381,377,336,342,321,353,297,329,315,283,77,75,243,106
20210222,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210222,2,AQI,179,173,89,162,86,197,82,80,86,93,86,85,64,70,70,58,57,104,101,83,88,245,239,234,222,189,205,186,190,183,183,64,63,196,78
20210222,3,PM2.5,156,130,150,137,139,145,25,15,141,131,19,15,12,12,15,16,15,29,24,16,17,171,164,196,152,139,134,125,123,129,130,20,25,125,74
20210222,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210222,3,PM10,306,257,290,297,282,290,85,73,284,311,92,86,41,46,42,44,40,114,115,67,71,358,348,325,316,290,296,236,276,280,267,86,96,310,148
20210222,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210222,3,AQI,206,172,200,182,185,193,68,62,188,181,71,68,41,46,42,44,40,82,83,59,61,221,214,246,202,185,178,165,163,170,172,68,73,180,99
20210222,4,PM2.5,147,125,130,138,105,140,26,13,124,124,18,12,9,10,7,14,22,17,18,12,11,144,65,33,15,135,132,126,123,134,123,16,18,122,121
20210222,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210222,4,PM10,273,216,253,267,239,267,82,47,273,256,63,56,32,30,30,33,23,72,75,48,37,249,164,124,109,271,287,219,253,272,257,73,73,255,263
